repo_full_name,raw_file_name,family_label,is_synthetic,source_repo_full_name,source_raw_file_name,augmentation_method
eferos94/takehome-test4,eferos94__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbad4/HacxGPT,Metaldadisbad4__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder3/SoraMax,rizvejoarder3__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas14323/sora2-watermark-remover,shivas14323__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos95/takehome-test4,eferos95__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisba3/HacxGPT,Metaldadisba3__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder6/SoraMax,rizvejoarder6__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas1434/sora2-watermark-remover,shivas1434__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos93d/test4,eferos93d__test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbad5/HacxGPT,Metaldadisbad5__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarde/SoraMax,rizvejoarde__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas14324/sora2-watermark-remover,shivas14324__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos935/takehome-test4,eferos935__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbadt/HacxGPT,Metaldadisbadt__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder5/SoraMax,rizvejoarder5__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas1435/sora2-watermark-remover,shivas1435__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos93a/test4,eferos93a__test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbad6/HacxGPT,Metaldadisbad6__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarderr/SoraMax,rizvejoarderr__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas1432s/sora2-watermark-remover,shivas1432s__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos93e/test4,eferos93e__test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbadg/HacxGPT,Metaldadisbadg__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoardern2/SoraMax,rizvejoardern2__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas14321/sora2-watermark-remover,shivas14321__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos93z/takehome-test4,eferos93z__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbad62/HacxGPT,Metaldadisbad62__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarderv/SoraMax,rizvejoarderv__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas14327/sora2-watermark-remover,shivas14327__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos93p/takehome-test4,eferos93p__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbadx/HacxGPT,Metaldadisbadx__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarde2/SoraMax,rizvejoarde2__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas14325/sora2-watermark-remover,shivas14325__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos93r/test4,eferos93r__test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbad7/HacxGPT,Metaldadisbad7__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder7/SoraMax,rizvejoarder7__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas1432a/sora2-watermark-remover,shivas1432a__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
