sample_id,label,family,repo_full_name,source_type,fold,split,prob,pred_label,error_type
neg_954,0,NEG::JennEYoon__DeFi-ml.json,JennEYoon/DeFi-ml,real_negative,2,test,7.1273603e-06,0,correct
neg_957,0,NEG::jianminggit__NFT_BOT.json,jianminggit/NFT_BOT,real_negative,2,test,1.7087564e-09,0,correct
neg_970,0,NEG::jolly-roger-eth__ethereum-indexer.json,jolly-roger-eth/ethereum-indexer,real_negative,2,test,5.159997e-11,0,correct
neg_983,0,NEG::jseanchuang__web3py_example.json,jseanchuang/web3py_example,real_negative,2,test,2.3588655e-08,0,correct
neg_985,0,NEG::juanemmanuelpd__NFT-Marketplace.json,juanemmanuelpd/NFT-Marketplace,real_negative,2,test,2.2380286e-07,0,correct
neg_986,0,NEG::JuanXavier__DEX_React.json,JuanXavier/DEX_React,real_negative,2,test,1.1382771e-09,0,correct
neg_988,0,NEG::juliocamposmachado__my_eth_app.github.io.json,juliocamposmachado/my_eth_app.github.io,real_negative,2,test,3.3265334e-08,0,correct
neg_996,0,NEG::k1-c__ethereum-wallet-manager.json,k1-c/ethereum-wallet-manager,real_negative,2,test,2.020684e-11,0,correct
neg_998,0,NEG::Kalashin1__GTA-token-smart-contract.json,Kalashin1/GTA-token-smart-contract,real_negative,2,test,4.8473687e-11,0,correct
neg_1012,0,NEG::Kazopl__mpc-agent-wallet.json,Kazopl/mpc-agent-wallet,real_negative,2,test,5.5475197e-10,0,correct
neg_1013,0,NEG::Kazopl__nft-marketplace-signatures.json,Kazopl/nft-marketplace-signatures,real_negative,2,test,2.1510068e-11,0,correct
neg_1026,0,NEG::keshav-poojary__NFT-on-Ethereum.json,keshav-poojary/NFT-on-Ethereum,real_negative,2,test,2.2897349e-11,0,correct
neg_1031,0,NEG::Keya-Moradi__Cryptopunk.json,Keya-Moradi/Cryptopunk,real_negative,2,test,8.3278134e-10,0,correct
neg_1038,0,NEG::Kimxons__generate-btc-keys.json,Kimxons/generate-btc-keys,real_negative,2,test,4.277788e-11,0,correct
neg_1044,0,NEG::kittyshiba__contracts.json,kittyshiba/contracts,real_negative,2,test,1.151351e-11,0,correct
neg_1051,0,NEG::kokomoji__CryptoCoinPaperWallet.json,kokomoji/CryptoCoinPaperWallet,real_negative,2,test,6.6255675e-11,0,correct
neg_1055,0,NEG::KOSASIH__nexus-finance-core.json,KOSASIH/nexus-finance-core,real_negative,2,test,3.9789626e-12,0,correct
neg_1057,0,NEG::kradkov14__presale-contract.json,kradkov14/presale-contract,real_negative,2,test,1.5229979e-08,0,correct
neg_1067,0,NEG::kuroroLuciferPhantom__cryptopredict.json,kuroroLuciferPhantom/cryptopredict,real_negative,2,test,0.00011774459,0,correct
neg_1076,0,NEG::laramiedunlap__blockchain-wallets.json,laramiedunlap/blockchain-wallets,real_negative,2,test,1.103256e-09,0,correct
neg_1092,0,NEG::lefajmofokeng__Cryptocurrencies.json,lefajmofokeng/Cryptocurrencies,real_negative,2,test,2.215949e-08,0,correct
neg_1093,0,NEG::Lego1st__VotingDapp.json,Lego1st/VotingDapp,real_negative,2,test,6.162738e-12,0,correct
neg_1096,0,NEG::lephleg__cryptocerts-contracts.json,lephleg/cryptocerts-contracts,real_negative,2,test,4.5087553e-12,0,correct
neg_1101,0,NEG::Lilypad-Tech__lilypad.json,Lilypad-Tech/lilypad,real_negative,2,test,2.2637343e-09,0,correct
neg_1107,0,NEG::LN-Zap__zap-desktop.json,LN-Zap/zap-desktop,real_negative,2,test,6.1793935e-07,0,correct
neg_1118,0,NEG::luca-nik__Blockchain_ResearchLead_Assignements.json,luca-nik/Blockchain_ResearchLead_Assignements,real_negative,2,test,1.9555682e-08,0,correct
neg_1134,0,NEG::MahadISL__Web3-App----Smart-Contract.json,MahadISL/Web3-App----Smart-Contract,real_negative,2,test,2.5946094e-11,0,correct
neg_1135,0,NEG::maikon9824-lab__giftcard-dapp-arc-.json,maikon9824-lab/giftcard-dapp-arc-,real_negative,2,test,2.0176445e-08,0,correct
neg_1136,0,NEG::mainnetblockchain__sendEtherThroughSmartContract.json,mainnetblockchain/sendEtherThroughSmartContract,real_negative,2,test,7.835042e-13,0,correct
neg_1138,0,NEG::manifest-network__manifest-app.json,manifest-network/manifest-app,real_negative,2,test,4.4575574e-10,0,correct
neg_1139,0,NEG::manifoldfinance__kb.json,manifoldfinance/kb,real_negative,2,test,9.343548e-11,0,correct
neg_1145,0,NEG::manuelpires__nft-collection-generator.json,manuelpires/nft-collection-generator,real_negative,2,test,1.723157e-05,0,correct
neg_1148,0,NEG::MarcoBrian__damn-vulnerable-defi.json,MarcoBrian/damn-vulnerable-defi,real_negative,2,test,6.6255675e-11,0,correct
neg_1152,0,NEG::markjinhua__SmartContract.json,markjinhua/SmartContract,real_negative,2,test,6.162738e-12,0,correct
neg_1153,0,NEG::Markkop__markkop-defi.json,Markkop/markkop-defi,real_negative,2,test,9.436649e-10,0,correct
neg_1156,0,NEG::martycodes333__crypto_zombies.json,martycodes333/crypto_zombies,real_negative,2,test,4.4642724e-13,0,correct
neg_1174,0,NEG::mchalise__mero_crypto_finance.json,mchalise/mero_crypto_finance,real_negative,2,test,4.2355837e-12,0,correct
neg_1181,0,NEG::mellow-finance__mellow-vaults.json,mellow-finance/mellow-vaults,real_negative,2,test,1.7456045e-10,0,correct
neg_1184,0,NEG::MeoMunDep__OG-Labs.json,MeoMunDep/OG-Labs,real_negative,2,test,8.0715934e-10,0,correct
neg_1192,0,NEG::metafy-social__web3-smart-contracts.json,metafy-social/web3-smart-contracts,real_negative,2,test,1.0160637e-11,0,correct
neg_1196,0,NEG::mgysel__nft-ticketing.json,mgysel/nft-ticketing,real_negative,2,test,1.621223e-08,0,correct
neg_1201,0,NEG::Michal2SAB__Ethereum-Stealer.json,Michal2SAB/Ethereum-Stealer,real_negative,2,test,2.7305849e-09,0,correct
neg_1208,0,NEG::mikker__svgnft.json,mikker/svgnft,real_negative,2,test,1.9362747e-09,0,correct
neg_1215,0,NEG::mirrorworld-universe__mirrorworld-sdk-js.json,mirrorworld-universe/mirrorworld-sdk-js,real_negative,2,test,2.2862906e-08,0,correct
neg_1218,0,NEG::Mizogg__Mizogg-Tools.json,Mizogg/Mizogg-Tools,real_negative,2,test,2.4337439e-08,0,correct
neg_1222,0,NEG::modagavr__pancake-wizard.json,modagavr/pancake-wizard,real_negative,2,test,3.8528935e-05,0,correct
neg_1224,0,NEG::MohaiminulEraj__Indicium.json,MohaiminulEraj/Indicium,real_negative,2,test,1.2501529e-09,0,correct
neg_1228,0,NEG::Mojo96666__hack-crypto-wallets.json,Mojo96666/hack-crypto-wallets,real_negative,2,test,5.159997e-11,0,correct
neg_1236,0,NEG::MoralisWeb3__unity-web3-game-kit.json,MoralisWeb3/unity-web3-game-kit,real_negative,2,test,2.335593e-09,0,correct
neg_1245,0,NEG::MrinalSingh04__solidity-production-contracts.json,MrinalSingh04/solidity-production-contracts,real_negative,2,test,7.58256e-10,0,correct
neg_1247,0,NEG::mrmendoza-dev__cryptotracker.json,mrmendoza-dev/cryptotracker,real_negative,2,test,7.4224995e-09,0,correct
neg_1254,0,NEG::mtechee__libax.json,mtechee/libax,real_negative,2,test,3.2563122e-07,0,correct
neg_1256,0,NEG::mucolon__gemini-interface.json,mucolon/gemini-interface,real_negative,2,test,1.44498e-07,0,correct
neg_1264,0,NEG::MuscleBunny__NFT_MarketPlace.json,MuscleBunny/NFT_MarketPlace,real_negative,2,test,2.6204627e-10,0,correct
neg_1265,0,NEG::museum-of-war__nft.json,museum-of-war/nft,real_negative,2,test,1.0923714e-10,0,correct
neg_1267,0,NEG::Muziris-Labs__fusion-smart-contracts.json,Muziris-Labs/fusion-smart-contracts,real_negative,2,test,1.44498e-07,0,correct
neg_1268,0,NEG::mwakidenis__BlockChain-Mastery.json,mwakidenis/BlockChain-Mastery,real_negative,2,test,7.43368e-12,0,correct
neg_1272,0,NEG::MyCryptoHQ__MyCrypto.json,MyCryptoHQ/MyCrypto,real_negative,2,test,4.0186098e-11,0,correct
neg_1273,0,NEG::MyEtherWallet__MyEtherWallet.json,MyEtherWallet/MyEtherWallet,real_negative,2,test,2.789468e-10,0,correct
neg_1277,0,NEG::Nachoxt17__Blockchain-Memory-Game-with-ERC-721-Tokens.json,Nachoxt17/Blockchain-Memory-Game-with-ERC-721-Tokens,real_negative,2,test,1.0603576e-13,0,correct
neg_1288,0,NEG::nbulian__CryptoZombies.json,nbulian/CryptoZombies,real_negative,2,test,1.9171716e-10,0,correct
neg_1291,0,NEG::NecroNexus__Blocklog.json,NecroNexus/Blocklog,real_negative,2,test,1.1744099e-09,0,correct
neg_1292,0,NEG::nedasma__solidity-vuln-tests.json,nedasma/solidity-vuln-tests,real_negative,2,test,1.289837e-09,0,correct
neg_1307,0,NEG::nicehash__NiceHashQuickMiner.json,nicehash/NiceHashQuickMiner,real_negative,2,test,2.1024333e-07,0,correct
neg_1310,0,NEG::nico-phil__blockchain.json,nico-phil/blockchain,real_negative,2,test,2.413363e-12,0,correct
neg_1311,0,NEG::nicolaiort__stonx-backend.json,nicolaiort/stonx-backend,real_negative,2,test,1.5381734e-07,0,correct
neg_1314,0,NEG::nicolaslazzos__cryptozombies.json,nicolaslazzos/cryptozombies,real_negative,2,test,4.5990553e-10,0,correct
neg_1316,0,NEG::nikitakent__solidity-simple-wallet.json,nikitakent/solidity-simple-wallet,real_negative,2,test,1.6586784e-12,0,correct
neg_1317,0,NEG::nikunjtilva__cryptocoin-test-faucet-frontend.json,nikunjtilva/cryptocoin-test-faucet-frontend,real_negative,2,test,5.723617e-10,0,correct
neg_1326,0,NEG::Nishu0__anime_nft_marketplace.json,Nishu0/anime_nft_marketplace,real_negative,2,test,7.1231565e-10,0,correct
neg_1328,0,NEG::Niweera__opensear.json,Niweera/opensear,real_negative,2,test,2.2862906e-08,0,correct
neg_1335,0,NEG::noditlabs__nodit-mcp-server.json,noditlabs/nodit-mcp-server,real_negative,2,test,4.363462e-09,0,correct
neg_1336,0,NEG::noman-land__relike.json,noman-land/relike,real_negative,2,test,2.5071595e-05,0,correct
neg_1344,0,NEG::null-none__django-eth-fields.json,null-none/django-eth-fields,real_negative,2,test,5.7893564e-12,0,correct
neg_1345,0,NEG::nuts-foundation__crypto-ecies.json,nuts-foundation/crypto-ecies,real_negative,2,test,2.6165208e-07,0,correct
neg_1351,0,NEG::OffcierCia__DeFi-Developer-Road-Map.json,OffcierCia/DeFi-Developer-Road-Map,real_negative,2,test,2.0408185e-10,0,correct
neg_1360,0,NEG::OkeA-dev__StablePay.json,OkeA-dev/StablePay,real_negative,2,test,2.4967014e-07,0,correct
neg_1361,0,NEG::okx__go-wallet-sdk.json,okx/go-wallet-sdk,real_negative,2,test,1.4930947e-10,0,correct
neg_1363,0,NEG::Olanetsoft__buymeacoffee-be.json,Olanetsoft/buymeacoffee-be,real_negative,2,test,7.43368e-12,0,correct
neg_1383,0,NEG::OpenTradingNetworkFoundation__otn-token.json,OpenTradingNetworkFoundation/otn-token,real_negative,2,test,1.1399919e-12,0,correct
neg_1388,0,NEG::Opty-Fi__defi-adapters.json,Opty-Fi/defi-adapters,real_negative,2,test,7.194133e-09,0,correct
neg_1393,0,NEG::oritwoen__ubichain.json,oritwoen/ubichain,real_negative,2,test,5.847043e-11,0,correct
neg_1396,0,NEG::oumaoumag__smart-wallet-skeleton.json,oumaoumag/smart-wallet-skeleton,real_negative,2,test,2.789468e-10,0,correct
neg_1399,0,NEG::Oxdevonchain__ethereum-nft-marketplace.json,Oxdevonchain/ethereum-nft-marketplace,real_negative,2,test,1.3730244e-09,0,correct
neg_1402,0,NEG::p4u__blockmessage.json,p4u/blockmessage,real_negative,2,test,1.8342893e-05,0,correct
neg_1408,0,NEG::paniaguaadrian__nft-marketplace.json,paniaguaadrian/nft-marketplace,real_negative,2,test,1.1287448e-13,0,correct
neg_1415,0,NEG::patilom342__poc-stake.json,patilom342/poc-stake,real_negative,2,test,3.0988192e-12,0,correct
neg_1426,0,NEG::pcaversaccio__solidity-games.json,pcaversaccio/solidity-games,real_negative,2,test,1.9142874e-07,0,correct
neg_1431,0,NEG::persistenceOne__persistenceWallet.json,persistenceOne/persistenceWallet,real_negative,2,test,7.1231565e-10,0,correct
neg_1433,0,NEG::PeterVermeulen01123__NFT-cryptoDevs.json,PeterVermeulen01123/NFT-cryptoDevs,real_negative,2,test,5.4927885e-11,0,correct
neg_1435,0,NEG::Phildo__ethbrute.json,Phildo/ethbrute,real_negative,2,test,6.224145e-11,0,correct
neg_1436,0,NEG::PhilipAtEmcogma__CryptoKittiesNFTDapp.json,PhilipAtEmcogma/CryptoKittiesNFTDapp,real_negative,2,test,4.6448814e-09,0,correct
neg_1440,0,NEG::Pixie1234__BlockchainCrypto.json,Pixie1234/BlockchainCrypto,real_negative,2,test,1.237819e-10,0,correct
neg_1443,0,NEG::Planxnx__ethereum-wallet-generator.json,Planxnx/ethereum-wallet-generator,real_negative,2,test,1.3176514e-10,0,correct
neg_1453,0,NEG::powerpool-finance__power-oracle-contracts.json,powerpool-finance/power-oracle-contracts,real_negative,2,test,2.1940867e-09,0,correct
neg_1455,0,NEG::PrakyathReddy__CryptoDevs-NFT-Collection.json,PrakyathReddy/CryptoDevs-NFT-Collection,real_negative,2,test,5.847043e-11,0,correct
neg_1456,0,NEG::pramaths__simplewallet.json,pramaths/simplewallet,real_negative,2,test,9.833213e-09,0,correct
neg_1466,0,NEG::pRizz__CryptoNoter.json,pRizz/CryptoNoter,real_negative,2,test,2.7264703e-06,0,correct
neg_1477,0,NEG::pubkey__eth-crypto.json,pubkey/eth-crypto,real_negative,2,test,5.27921e-15,0,correct
neg_1486,0,NEG::qtumproject__qtum.json,qtumproject/qtum,real_negative,2,test,6.0927585e-10,0,correct
neg_1488,0,NEG::QuantForgeOrg__PineTS.json,QuantForgeOrg/PineTS,real_negative,2,test,3.927862e-07,0,correct
neg_1493,0,NEG::Quillhash__QuillAudit_smart_contract_audit_Reports.json,Quillhash/QuillAudit_smart_contract_audit_Reports,real_negative,2,test,7.58256e-10,0,correct
neg_1504,0,NEG::RageTrade__core.json,RageTrade/core,real_negative,2,test,5.5475197e-10,0,correct
neg_1507,0,NEG::rainbow-me__rainbowkit.json,rainbow-me/rainbowkit,real_negative,2,test,4.277788e-11,0,correct
neg_1512,0,NEG::Rami8612__liquidity-orchestrator.json,Rami8612/liquidity-orchestrator,real_negative,2,test,1.2751904e-07,0,correct
neg_1514,0,NEG::ramyhardan__proof-of-existence.json,ramyhardan/proof-of-existence,real_negative,2,test,1.213515e-12,0,correct
neg_1517,0,NEG::rarepepi__nft-data.json,rarepepi/nft-data,real_negative,2,test,4.8473687e-11,0,correct
neg_1518,0,NEG::Rashi1005__Reputation-Forge-Crypto-Credit-Score-DApp.json,Rashi1005/Reputation-Forge-Crypto-Credit-Score-DApp,real_negative,2,test,4.277788e-11,0,correct
neg_1520,0,NEG::rawalraj022__One-Universal-Identity.json,rawalraj022/One-Universal-Identity,real_negative,2,test,5.6586238e-08,0,correct
neg_1521,0,NEG::raymondfam__defi-nft-marketplace-mumbai.json,raymondfam/defi-nft-marketplace-mumbai,real_negative,2,test,1.5581841e-12,0,correct
neg_1522,0,NEG::raytsangGitHub__Cryptocurrency.json,raytsangGitHub/Cryptocurrency,real_negative,2,test,1.691898e-10,0,correct
neg_1530,0,NEG::redacademy__ethereum-graphql.json,redacademy/ethereum-graphql,real_negative,2,test,1.3480934e-14,0,correct
neg_1531,0,NEG::redbuttonsa__crypt.json,redbuttonsa/crypt,real_negative,2,test,1.4738981e-05,0,correct
neg_1540,0,NEG::repirate__asset-recovery-tool.json,repirate/asset-recovery-tool,real_negative,2,test,1.048317e-11,0,correct
neg_1544,0,NEG::richard-ramos__solidity-diagram-gen.json,richard-ramos/solidity-diagram-gen,real_negative,2,test,1.8795289e-12,0,correct
neg_1545,0,NEG::rickstewartdev__Dbank.json,rickstewartdev/Dbank,real_negative,2,test,2.413363e-12,0,correct
neg_1546,0,NEG::riglr__riglr.json,riglr/riglr,real_negative,2,test,1.5079722e-09,0,correct
neg_1547,0,NEG::RigoBlock__v3-contracts.json,RigoBlock/v3-contracts,real_negative,2,test,1.691898e-10,0,correct
neg_1549,0,NEG::riteesh-ram__DeFi-Group-Insurance.json,riteesh-ram/DeFi-Group-Insurance,real_negative,2,test,8.5921664e-10,0,correct
neg_1564,0,NEG::rohanjsh__nft-marketplace.json,rohanjsh/nft-marketplace,real_negative,2,test,2.461697e-10,0,correct
neg_1569,0,NEG::romanzaikin__From-Zero-to-Hero-in-Blockchain-Security-DefCon30-Workshop.json,romanzaikin/From-Zero-to-Hero-in-Blockchain-Security-DefCon30-Workshop,real_negative,2,test,2.9066924e-09,0,correct
neg_1573,0,NEG::roysowah__solarwind.json,roysowah/solarwind,real_negative,2,test,1.4026326e-10,0,correct
neg_1576,0,NEG::rtb-12__PolkaGuard.json,rtb-12/PolkaGuard,real_negative,2,test,3.288749e-06,0,correct
neg_1582,0,NEG::rwth-acis__las2peer-registry-contracts.json,rwth-acis/las2peer-registry-contracts,real_negative,2,test,1.1628233e-10,0,correct
neg_1583,0,NEG::rxhul18__DeWall.json,rxhul18/DeWall,real_negative,2,test,9.1463137e-10,0,correct
neg_1588,0,NEG::S-Amine__go-uni.json,S-Amine/go-uni,real_negative,2,test,1.1454779e-06,0,correct
neg_1593,0,NEG::safe-fndn__safe-smart-account.json,safe-fndn/safe-smart-account,real_negative,2,test,3.1608816e-10,0,correct
neg_1594,0,NEG::safeblock-com__dex_contract.json,safeblock-com/dex_contract,real_negative,2,test,6.0927585e-10,0,correct
neg_1595,0,NEG::sahilrohera10__Fusion_Wallet.json,sahilrohera10/Fusion_Wallet,real_negative,2,test,7.112437e-07,0,correct
neg_1596,0,NEG::Sahiru2007__Blockchain-based-healthcare-data-system-with-disease-prediction.json,Sahiru2007/Blockchain-based-healthcare-data-system-with-disease-prediction,real_negative,2,test,3.2563122e-07,0,correct
neg_1600,0,NEG::sambacha__compendium.json,sambacha/compendium,real_negative,2,test,1.248271e-06,0,correct
neg_1603,0,NEG::Samuellyworld__Tippers.json,Samuellyworld/Tippers,real_negative,2,test,5.26334e-09,0,correct
neg_1607,0,NEG::sanyamdogra__crypto-wall-et.json,sanyamdogra/crypto-wall-et,real_negative,2,test,2.7346983e-12,0,correct
neg_1609,0,NEG::satansdeer__ethereum-token-tutorial.json,satansdeer/ethereum-token-tutorial,real_negative,2,test,4.277788e-11,0,correct
neg_1612,0,NEG::SatoshiPortal__bullbitcoin-mobile.json,SatoshiPortal/bullbitcoin-mobile,real_negative,2,test,5.4845263e-08,0,correct
neg_1622,0,NEG::scotch53__Smart-Contract-for-Token-Minting-in-Solidity.json,scotch53/Smart-Contract-for-Token-Minting-in-Solidity,real_negative,2,test,2.7346983e-12,0,correct
neg_1628,0,NEG::Sebx__blockchain_wallet.json,Sebx/blockchain_wallet,real_negative,2,test,2.7619474e-11,0,correct
neg_1629,0,NEG::second-state__smart-contract-search-engine.json,second-state/smart-contract-search-engine,real_negative,2,test,2.2671446e-12,0,correct
neg_1632,0,NEG::seekerpig__nftSmartContract.json,seekerpig/nftSmartContract,real_negative,2,test,8.8782654e-13,0,correct
neg_1633,0,NEG::sefaosm__Stake-X.json,sefaosm/Stake-X,real_negative,2,test,1.4166088e-09,0,correct
neg_1636,0,NEG::sevdakeskin__Solidity-CryptoZombies.json,sevdakeskin/Solidity-CryptoZombies,real_negative,2,test,1.2256068e-11,0,correct
neg_1643,0,NEG::shanefontaine__ethfinex-python.json,shanefontaine/ethfinex-python,real_negative,2,test,6.286163e-10,0,correct
neg_1644,0,NEG::shape-network__builder-kit.json,shape-network/builder-kit,real_negative,2,test,1.0815942e-11,0,correct
neg_1653,0,NEG::ShivRaiGithub__DeFi-Assessment.json,ShivRaiGithub/DeFi-Assessment,real_negative,2,test,4.058652e-10,0,correct
neg_1655,0,NEG::ShredSecurity__protocol-deployment-checklist.json,ShredSecurity/protocol-deployment-checklist,real_negative,2,test,7.4112804e-06,0,correct
neg_1657,0,NEG::shriya-upadhyay__fight-on-chain.json,shriya-upadhyay/fight-on-chain,real_negative,2,test,4.895669e-10,0,correct
neg_1666,0,NEG::simplito__elliptic-php.json,simplito/elliptic-php,real_negative,2,test,1.5870002e-07,0,correct
neg_1672,0,NEG::Sky4Master__JS-DEX-TrackBot-Sky4Master.json,Sky4Master/JS-DEX-TrackBot-Sky4Master,real_negative,2,test,1.4307242e-08,0,correct
neg_1677,0,NEG::sletizia__serverless-trading-bot.json,sletizia/serverless-trading-bot,real_negative,2,test,4.936989e-06,0,correct
neg_1683,0,NEG::smartbugs__smartbugs.json,smartbugs/smartbugs,real_negative,2,test,4.5536814e-11,0,correct
neg_1687,0,NEG::SmolDapp__smoldapp.json,SmolDapp/smoldapp,real_negative,2,test,2.486226e-09,0,correct
neg_1688,0,NEG::smolgroot__prometheus-vanity-generator.json,smolgroot/prometheus-vanity-generator,real_negative,2,test,9.545035e-12,0,correct
neg_1692,0,NEG::SofianeHamlaoui__Cryto-Minning-Simulator.json,SofianeHamlaoui/Cryto-Minning-Simulator,real_negative,2,test,2.789468e-10,0,correct
neg_1695,0,NEG::solguru310__solana-wallet-tracking-bot.json,solguru310/solana-wallet-tracking-bot,real_negative,2,test,4.264747e-05,0,correct
neg_1697,0,NEG::solidityj__solidity-antlr4.json,solidityj/solidity-antlr4,real_negative,2,test,1.3046516e-11,0,correct
neg_1700,0,NEG::solomoncools__nft-minter-bep721.json,solomoncools/nft-minter-bep721,real_negative,2,test,4.3204126e-10,0,correct
neg_1701,0,NEG::somesh-banerjee__Hospital-Records-Blockchain.json,somesh-banerjee/Hospital-Records-Blockchain,real_negative,2,test,1.8189616e-09,0,correct
neg_1702,0,NEG::SonOfMosiah__maxx-finance-subgraph.json,SonOfMosiah/maxx-finance-subgraph,real_negative,2,test,1.4637785e-12,0,correct
neg_1707,0,NEG::Spectral-Finance__scraped-sol-files.json,Spectral-Finance/scraped-sol-files,real_negative,2,test,5.9641456e-09,0,correct
neg_1711,0,NEG::spotlightgroup__DonateDapp.json,spotlightgroup/DonateDapp,real_negative,2,test,1.02618795e-10,0,correct
neg_1715,0,NEG::sr2echa__DMD.json,sr2echa/DMD,real_negative,2,test,6.4120606e-08,0,correct
neg_1718,0,NEG::stacks-archive__blockstack-browser.json,stacks-archive/blockstack-browser,real_negative,2,test,2.6995778e-07,0,correct
neg_1722,0,NEG::stefannovasky__cryptocurrency-smart-contract.json,stefannovasky/cryptocurrency-smart-contract,real_negative,2,test,5.109089e-12,0,correct
neg_1733,0,NEG::suarja__memoria-eterna-nft.json,suarja/memoria-eterna-nft,real_negative,2,test,4.0929112e-06,0,correct
neg_1734,0,NEG::subsixx__Pinsurance.json,subsixx/Pinsurance,real_negative,2,test,0.0009927261,0,correct
neg_1735,0,NEG::Sudhanmanoharan__MarketPlace-BlockChain.json,Sudhanmanoharan/MarketPlace-BlockChain,real_negative,2,test,6.1019364e-13,0,correct
neg_1736,0,NEG::Sukoed__nft-minting-engine.json,Sukoed/nft-minting-engine,real_negative,2,test,4.0186098e-11,0,correct
neg_1742,0,NEG::sunjiangjun__supernode.json,sunjiangjun/supernode,real_negative,2,test,1.478364e-11,0,correct
neg_1747,0,NEG::supercoolx__NFT-Contract-Utilities.json,supercoolx/NFT-Contract-Utilities,real_negative,2,test,1.0060393e-12,0,correct
neg_1752,0,NEG::suribartek9__btc-eth.json,suribartek9/btc-eth,real_negative,2,test,6.9832968e-12,0,correct
neg_1753,0,NEG::svanas__migratooor.json,svanas/migratooor,real_negative,2,test,2.5946094e-11,0,correct
neg_1758,0,NEG::sweetmantech__nft-factory.json,sweetmantech/nft-factory,real_negative,2,test,2.7619474e-11,0,correct
neg_1761,0,NEG::Swizec__blockchain-redux.json,Swizec/blockchain-redux,real_negative,2,test,6.162738e-12,0,correct
neg_1763,0,NEG::SXNGE4444__magic-crypto-app.json,SXNGE4444/magic-crypto-app,real_negative,2,test,1.9333586e-06,0,correct
neg_1778,0,NEG::tanujajoshi1__solidityContracts.json,tanujajoshi1/solidityContracts,real_negative,2,test,3.4767786e-13,0,correct
neg_1782,0,NEG::taoteh1221__Slideshow_Crypto_Ticker.json,taoteh1221/Slideshow_Crypto_Ticker,real_negative,2,test,2.0176445e-08,0,correct
neg_1783,0,NEG::tarun-upadhyay__the-matrix-labs-assignment.json,tarun-upadhyay/the-matrix-labs-assignment,real_negative,2,test,1.4930947e-10,0,correct
neg_1784,0,NEG::TasmeTime__yt-react-next-ui-crypto-nft.json,TasmeTime/yt-react-next-ui-crypto-nft,real_negative,2,test,3.581748e-10,0,correct
neg_1785,0,NEG::taylorjdawson__eth-chains.json,taylorjdawson/eth-chains,real_negative,2,test,7.746073e-11,0,correct
neg_1795,0,NEG::TeleportDAO__teleswap-contracts-evm.json,TeleportDAO/teleswap-contracts-evm,real_negative,2,test,5.2114124e-10,0,correct
neg_1801,0,NEG::Tezsure__plenty-wallet.json,Tezsure/plenty-wallet,real_negative,2,test,2.215949e-08,0,correct
neg_1803,0,NEG::The-Poolz__LockDealNFT.Builders.json,The-Poolz/LockDealNFT.Builders,real_negative,2,test,1.7257829e-08,0,correct
neg_1807,0,NEG::theblockstalk__inter-crypto.json,theblockstalk/inter-crypto,real_negative,2,test,5.3849405e-13,0,correct
neg_1817,0,NEG::threshold-network__tbtc-v2.json,threshold-network/tbtc-v2,real_negative,2,test,1.2626097e-08,0,correct
neg_1822,0,NEG::tintinweb__smart-contract-sanctuary-arbitrum.json,tintinweb/smart-contract-sanctuary-arbitrum,real_negative,2,test,3.0988192e-12,0,correct
neg_1826,0,NEG::tmiess__CryptoBase.json,tmiess/CryptoBase,real_negative,2,test,1.621223e-08,0,correct
neg_1827,0,NEG::tnkerer__vestingVault.json,tnkerer/vestingVault,real_negative,2,test,3.8070144e-07,0,correct
neg_1830,0,NEG::tonkeeper__ton-console.json,tonkeeper/ton-console,real_negative,2,test,7.658115e-09,0,correct
neg_1847,0,NEG::tronprotocol__wallet-cli.json,tronprotocol/wallet-cli,real_negative,2,test,1.0364132e-09,0,correct
neg_1854,0,NEG::TShanku__linked-chain.json,TShanku/linked-chain,real_negative,2,test,3.6174372e-09,0,correct
neg_1862,0,NEG::uhsr__BlockchainNFTRegistryPlatformX.json,uhsr/BlockchainNFTRegistryPlatformX,real_negative,2,test,3.398268e-09,0,correct
neg_1866,0,NEG::uhsr__BlockchainNFTVaultManagerPlatformUltra.json,uhsr/BlockchainNFTVaultManagerPlatformUltra,real_negative,2,test,3.0288433e-08,0,correct
neg_1869,0,NEG::uhsr__CryptoLedgerParser.json,uhsr/CryptoLedgerParser,real_negative,2,test,5.422219e-06,0,correct
neg_1875,0,NEG::unobrandon__DefiWallet.json,unobrandon/DefiWallet,real_negative,2,test,1.5079722e-09,0,correct
neg_1876,0,NEG::uola9210-cmd__BTC-or-ETH.json,uola9210-cmd/BTC-or-ETH,real_negative,2,test,1.0160637e-11,0,correct
neg_1878,0,NEG::UraniumCorporation__solana-payout-action.json,UraniumCorporation/solana-payout-action,real_negative,2,test,0.00023782207,0,correct
neg_1880,0,NEG::utsavempiric20__multi-signature-wallet-factory-solidity.json,utsavempiric20/multi-signature-wallet-factory-solidity,real_negative,2,test,1.5737103e-11,0,correct
neg_1886,0,NEG::vanchoy__nft-collection.json,vanchoy/nft-collection,real_negative,2,test,7.734421e-08,0,correct
neg_1888,0,NEG::vdimitriad__Uncuffed.json,vdimitriad/Uncuffed,real_negative,2,test,1.3709572e-06,0,correct
neg_1890,0,NEG::vdutts7__ai-generated-nfts.json,vdutts7/ai-generated-nfts,real_negative,2,test,5.905304e-10,0,correct
